0	1901
1	1524
2	804
3	355
4	127
5	50
6	16
7	8
8	5
9	1
10	1
11	1
12	3
13	0
14	1
15	0
16	0
17	1
18	0
19	0
20	1
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	1
29	0
30	0
31	0

